year,0
people,1
way,0
man,0
day,0
thing,1
child,0
government,0
part,1
life,1
case,1
woman,1
work,0
system,1
group,1
number,1
world,0
area,0
course,1
company,1
problem,1
service,1
hand,0
party,1
school,0
place,1
point,0
house,0
country,0
week,1
member,0
end,0
word,0
example,1
family,1
fact,1
state,1
percent,1
home,0
month,0
side,1
night,0
eye,1
head,0
information,1
question,1
business,1
power,0
money,0
change,1
interest,1
order,0
book,0
development,1
room,0
water,1
form,0
car,1
level,0
policy,0
council,1
line,1
need,1
effect,1
use,0
idea,1
study,0
lot,1
job,1
name,1
result,0
body,1
friend,1
right,1
authority,1
view,1
report,1
bit,1
face,1
market,0
hour,1
rate,0
law,1
door,1
court,1
office,1
war,0
reason,1
minister,1
subject,0
person,0
term,0
sort,0
period,1
society,1
process,1
mother,1
voice,1
police,1
kind,1
price,1
action,1
issue,1
position,1
cost,1
matter,1
community,1
figure,0
type,1
research,0
education,1
few,1
minute,0
moment,1
girl,1
age,0
control,0
value,0
health,1
decision,1
class,1
industry,1
back,0
force,0
condition,1
paper,0
century,1
father,1
section,1
patient,1
activity,0
road,1
table,0
church,1
mind,1
team,1
experience,1
death,0
act,1
sense,1
staff,1
student,1
language,0
department,0
management,0
morning,0
plan,0
product,0
city,0
committee,0
ground,0
letter,1
evidence,1
foot,1
boy,1
game,1
food,1
role,1
practice,0
bank,1
support,1
event,0
building,0
range,1
stage,0
meeting,0
town,0
art,1
club,1
arm,0
history,0
parent,1
land,0
trade,0
situation,0
teacher,1
record,0
manager,1
relation,0
field,0
window,1
account,0
difference,1
material,1
air,1
wife,1
project,0
sale,0
relationship,1
light,1
care,0
rule,0
story,1
quality,1
tax,1
worker,1
nature,0
structure,0
data,0
pound,1
method,0
unit,0
bed,0
union,1
movement,0
board,0
detail,0
model,1
wall,0
computer,0
hospital,0
chapter,1
scheme,0
theory,0
property,1
officer,1
charge,1
director,0
approach,1
chance,0
application,0
top,1
amount,1
son,0
operation,0
opportunity,1
leader,1
look,1
share,0
production,0
firm,0
picture,0
source,0
security,0
contract,1
agreement,0
site,0
test,1
loss,1
shop,0
benefit,1
animal,0
heart,0
election,0
purpose,1
standard,1
secretary,0
date,0
music,0
hair,1
factor,1
pattern,0
piece,0
front,1
evening,0
tree,0
population,0
plant,0
pressure,0
response,1
street,0
performance,1
knowledge,0
design,0
page,1
individual,1
rest,0
basis,1
size,1
environment,1
fire,1
series,1
success,0
thought,1
list,1
future,1
analysis,1
space,1
demand,0
statement,0
attention,0
love,0
principle,0
set,1
doctor,1
choice,0
feature,0
couple,0
step,0
machine,0
income,0
training,1
association,1
film,0
region,0
effort,0
player,0
award,1
village,1
news,0
difficulty,1
cell,1
energy,0
degree,0
mile,0
means,1
growth,1
treatment,0
sound,0
task,0
provision,0
function,0
resource,0
garden,0
floor,1
technology,0
style,0
feeling,0
science,0
doubt,0
horse,1
answer,1
user,1
fund,0
character,0
risk,1
dog,0
army,0
station,1
glass,1
cup,1
husband,0
capital,0
note,1
season,0
argument,1
show,0
responsibility,1
deal,1
economy,0
element,1
duty,0
attempt,0
leg,0
investment,0
brother,1
title,1
hotel,0
aspect,1
increase,1
help,1
summer,1
daughter,1
baby,0
sea,1
skill,0
claim,1
concern,1
university,0
discussion,0
customer,0
box,1
conference,0
whole,0
profit,0
division,1
procedure,0
king,1
image,1
oil,0
circumstance,0
proposal,1
client,1
sector,1
direction,0
instance,1
sign,0
measure,0
attitude,1
disease,0
commission,0
seat,1
president,1
addition,1
goal,0
affair,1
technique,1
respect,0
item,0
version,0
ability,0
good,1
campaign,1
advice,0
institution,1
surface,1
library,0
pupil,1
advantage,0
memory,1
culture,0
blood,1
majority,0
variety,1
press,1
bill,0
competition,0
general,1
access,1
stone,0
extent,0
employment,1
present,0
appeal,1
text,0
parliament,0
cause,0
terms,1
bar,0
attack,1
mouth,0
fish,1
visit,0
trouble,1
payment,1
post,0
county,1
lady,0
holiday,0
importance,0
chair,1
facility,0
article,1
object,0
context,0
survey,0
turn,0
collection,0
reference,0
card,1
television,0
communication,1
agency,0
sun,0
species,1
possibility,1
official,1
chairman,0
speaker,0
second,1
career,0
weight,0
base,0
document,0
solution,1
return,1
talk,1
budget,0
river,0
organization,1
start,0
requirement,0
edge,0
opposition,1
opinion,1
drug,1
quarter,1
option,0
call,1
stock,1
influence,1
occasion,1
software,1
exchange,0
lack,1
concept,0
star,1
radio,0
arrangement,0
bird,1
band,1
sex,1
finger,0
past,0
equipment,1
north,1
move,0
message,0
fear,1
afternoon,1
race,1
strategy,0
scene,0
kitchen,0
speech,0
network,1
tea,0
peace,1
failure,0
employee,0
scale,1
shoulder,1
railway,0
supply,0
expression,1
owner,0
corner,1
match,0
sport,0
status,1
offer,1
marriage,0
sentence,0
crime,1
ball,1
wind,1
truth,1
safety,1
partner,0
copy,1
balance,0
sister,1
reader,0
trial,0
rock,0
damage,0
newspaper,1
meaning,0
