childhood,0
participant,1
nationalist,1
carer,1
chaos,0
pal,1
miner,1
producer,1
physician,1
sensation,0
pressure,0
example,0
athlete,1
predator,1
mark,0
clerk,1
classification,0
lift,0
earth,0
fool,1
insider,1
poet,1
warrior,1
cow,1
novelist,1
lion,1
kid,1
attempt,0
historian,1
breakfast,0
chancellor,1
boyfriend,1
worker,1
portfolio,0
tiger,1
soldier,1
postcard,0
singer,1
host,1
slave,1
assignment,0
harmony,0
creed,0
adviser,1
sector,0
imprisonment,0
founder,1
pin,0
respondent,1
setting,0
fox,1
author,1
auditor,1
gentleman,1
dolphin,1
pensioner,1
inspector,1
sack,0
earl,1
pope,1
takeover,0
assessment,0
ant,1
bitch,1
attacker,1
trophy,0
captain,1
point,0
collar,0
tooth,0
scholar,1
determination,0
jockey,1
twin,1
skipper,1
belt,0
daylight,0
description,0
sanctuary,0
grandmother,1
keeper,1
cat,1
treaty,0
projection,0
usage,0
feel,0
star,0
bank,0
fish,1
talking,0
sufferer,1
designer,1
housing,0
nun,1
carbon,0
musician,1
go,0
strip,0
burn,0
sauce,0
snake,1
merit,0
owner,1
dream,0
supporter,1
disorder,0
cruelty,0
landowner,1
vicar,1
reflection,0
copper,0
chief,1
literacy,0
axis,0
hardship,0
pilot,1
back,0
object,0
power,0
temptation,0
hand,0
hobby,0
objection,0
leader,1
excitement,0
senior,1
shareholder,1
beginning,0
coast,0
clue,0
communist,1
regulation,0
friendship,0
colonel,1
actor,1
leg,0
businessman,1
lover,1
manager,1
republican,1
architecture,0
minister,1
consumer,1
inhabitant,1
refugee,1
solicitor,1
veteran,1
finger,0
voltage,0
bed,0
article,0
retirement,0
pupil,1
cup,0
front,0
trustee,1
assistant,1
unionist,1
visitor,1
rat,1
gender,0
reformer,1
goodness,0
governor,1
sheep,1
dimension,0
banker,1
prisoner,1
taxation,0
people,1
momentum,0
patient,1
bloke,1
property,0
inside,0
lunch,0
flame,0
summit,0
girlfriend,1
princess,1
correspondence,0
hunger,0
jeans,0
darling,1
delegate,1
fact,0
foreigner,1
page,0
relation,0
civilian,1
chemist,1
polytechnic,0
stake,0
newcomer,1
companion,1
architect,1
composition,0
observation,0
manuscript,0
subscription,0
dear,1
air,0
villager,1
heir,1
youngster,1
outlook,0
helicopter,0
frog,1
capitalist,1
sight,0
client,1
rail,0
nucleus,0
extreme,0
transition,0
reply,0
population,0
glove,0
works,0
superintendent,1
calf,1
scope,0
ski,0
motorist,1
route,0
cliff,0
thief,1
alcohol,0
field,0
restriction,0
goat,1
sergeant,1
adaptation,0
lump,0
impulse,0
bar,0
display,0
switch,0
start,0
appearance,0
reporter,1
rhythm,0
pedestrian,1
officer,1
monkey,1
lounge,0
attendance,0
brewery,0
development,0
film,0
expert,1
forestry,0
capability,0
witness,1
investor,1
reluctance,0
instructor,1
drill,0
limit,0
notion,0
struggle,0
marsh,0
insect,1
bubble,0
presentation,0
staff,1
examination,0
midfield,0
petition,0
accordance,0
discourse,0
fighter,1
maid,1
conscience,0
peer,1
virgin,1
philosopher,1
screening,0
hen,1
rival,1
boss,1
proceeding,0
knight,1
cash,0
cousin,1
steward,1
elder,1
judge,1
developer,1
administrator,1
landscape,0
follower,1
customer,1
accountant,1
detective,1
photographer,1
attribute,0
rope,0
outlet,0
mayor,1
pet,1
approval,0
solidarity,0
castle,0
scientist,1
dentist,1
professor,1
arch,0
liberty,0
hay,0
maturity,0
yacht,0
retention,0
